Customer_Id,Age,Monthly_Income,Credit_Score,Credit_Score_Band,Loan_Amount,Interest_Rate,Loan_Term,Loan_Type,Debt_Income,Repayment_Status,Transaction_Id,Gender,Transaction_Amount,Transaction_Type,Transaction_Date,Transaction_Year,Transaction_Month,Product_Id,Product_Name,Interaction_Date,Interaction_Year,Interaction_Day_Name,Interaction_Type,Transaction_Frequency
C062,38,80828.67,643,Fair,777519.52,4.07,48,Mortgage,9.619353132991055,0,1a59b9b0-13c5-4bb4-ac53-68da390460d8,Female,1297.85,Deposit,2024-05-01,2024,5,P019,Home Improvement Loan,2024-05-06,2024,Monday,Purchased,7
C031,51,49735.86,801,Excellent,347736.71,13.7,12,Education,6.99166979318343,0,3d193aea-5add-402e-9c14-f0c5d008c784,Male,1946.21,Deposit,2024-03-29,2024,3,P047,Healthcare Savings,2024-12-07,2024,Saturday,Purchased,4
C065,50,198776.34,311,Poor,187578.01,8.75,60,Personal,0.9436636674163535,0,14691eae-9750-4669-ab0b-e7d0c14e72e6,Female,985.76,Withdrawal,2024-03-13,2024,3,P02,Checking Account,2024-02-09,2024,Friday,Purchased,10
C07,19,83742.6,733,Good,347901.0,10.75,60,Auto,4.154408867171547,0,d14f888c-b9ba-4180-9df1-ccd4f15adce0,Female,290.92,Deposit,2024-02-14,2024,2,P048,Property Investment,2024-10-24,2024,Thursday,Viewed,10
C047,31,90216.05,695,Good,636696.77,4.35,36,Education,7.057466714625613,0,cfa62ca4-f9c3-4975-b860-e1b7865a18c1,Female,1231.56,Withdrawal,2024-06-27,2024,6,P022,Short-Term Loan,2024-01-25,2024,Thursday,Purchased,3
C086,63,192447.62,386,Poor,682995.18,9.22,60,Business,3.5489926038056487,1,e62320a3-bc6a-42f0-93b5-0738c53c2d8c,Female,538.14,Withdrawal,2024-05-05,2024,5,P05,Home Loan,2024-04-11,2024,Thursday,Viewed,3
C04,65,46945.22,544,Poor,858730.48,10.47,36,Education,18.292181397807912,0,7dad03c6-6647-4758-b86b-d12b31322a76,Female,253.52,Deposit,2024-07-01,2024,7,P040,Gold Investment,2024-01-25,2024,Thursday,Viewed,2
C073,21,109699.28,464,Poor,883754.79,9.0,36,Business,8.056158527202731,0,2d083ebf-c230-4ca6-a35a-19dc9e3051cb,Female,445.17,Withdrawal,2024-05-25,2024,5,P028,Debt Consolidation Loan,2024-11-13,2024,Wednesday,Purchased,9
C098,46,122287.2,420,Poor,719244.1,13.49,24,Auto,5.881597583393846,0,3a2abe5e-4663-4066-bb3a-0fb0e83c1346,Female,1663.25,Withdrawal,2024-09-17,2024,9,P035,Real Estate Investment,2024-07-07,2024,Sunday,Purchased,9
C095,68,144542.46,478,Poor,249681.64,6.14,24,Education,1.7273930442307404,0,4e0da90f-9cd7-45cf-acf7-5312e5d2ded6,Male,1154.96,Withdrawal,2023-12-18,2023,12,P024,Travel Loan,2024-01-03,2024,Wednesday,Viewed,7
C023,40,85002.77,701,Good,527934.16,3.59,36,Auto,6.210787719035509,0,5d71f49d-ba5a-43e2-a82e-ecd74f9faf9a,Male,1090.87,Withdrawal,2024-06-09,2024,6,P02,Checking Account,2024-08-24,2024,Saturday,Purchased,9
C081,55,149708.72,396,Poor,435274.97,3.09,36,Business,2.9074790700234425,0,3b8daeb3-cf83-4216-ab89-3c22f4ef7096,Male,111.63,Deposit,2024-05-05,2024,5,P020,Gold Loan,2024-02-20,2024,Tuesday,Viewed,9
C093,70,154652.8,417,Poor,475569.51,8.64,24,Personal,3.0750785630780695,0,88e4defd-532c-4e63-98f6-3348e85e52c8,Female,1081.17,Withdrawal,2024-09-18,2024,9,P021,Cash Credit,2024-01-24,2024,Wednesday,Viewed,2
C051,46,177622.57,472,Poor,673683.21,4.75,48,Mortgage,3.792779318529171,0,9a8de006-5c7e-446c-8ca2-b43f95504e83,Male,1320.36,Deposit,2024-06-06,2024,6,P010,Retirement Plan,2024-04-19,2024,Friday,Clicked,4
C035,50,145276.69,544,Poor,887010.79,9.63,12,Mortgage,6.105664921192794,0,4d296cec-afd8-4cb5-ac85-5f2904bcea51,Male,216.78,Withdrawal,2024-07-21,2024,7,P032,Education Savings Plan,2024-02-28,2024,Wednesday,Purchased,2
C039,20,44488.58,568,Poor,357136.28,2.26,12,Auto,8.027594497284472,0,6ecd1413-138f-484b-8268-62b702c8d082,Male,139.14,Withdrawal,2024-02-20,2024,2,P043,Money Market Account,2024-08-29,2024,Thursday,Viewed,6
C069,27,182820.32,316,Poor,496625.98,2.15,24,Business,2.71647035734321,0,2cea2e0d-1e74-492f-a50e-140914922459,Female,1119.89,Deposit,2024-07-30,2024,7,P031,Technology Loan,2024-03-04,2024,Monday,Purchased,4
C020,28,93658.17,699,Good,767623.48,9.98,12,Mortgage,8.196011944286335,0,f7e25026-ecf9-4e0c-ba9c-5efe8b656b5a,Female,1957.86,Deposit,2024-03-07,2024,3,P036,International Investment,2024-07-27,2024,Saturday,Purchased,2
C016,46,146968.37,422,Poor,937910.59,14.2,36,Education,6.38171730420634,1,709783b7-f684-4a53-bc8e-d209aebb8ec7,Male,1381.92,Withdrawal,2024-04-04,2024,4,P026,Emergency Loan,2024-07-21,2024,Sunday,Clicked,8
C067,32,94320.7,566,Poor,259020.76,10.63,36,Auto,2.7461708829557034,0,403fa6f9-b886-4dcc-9413-3d3d9e7fe0c7,Female,391.93,Deposit,2024-07-12,2024,7,P029,Small Business Loan,2024-04-11,2024,Thursday,Clicked,7
C074,38,133773.27,723,Good,552787.07,12.55,36,Auto,4.132268501771692,0,df551c99-0d13-48e4-baa0-bcb4ee8c87ab,Female,1016.37,Deposit,2024-06-16,2024,6,P030,Agricultural Loan,2024-07-08,2024,Monday,Viewed,8
C088,46,185215.01,556,Poor,959681.05,14.83,24,Education,5.181443177850435,0,a2c7245d-a9d6-46a4-a95b-7d4485c8e08c,Male,1838.3,Withdrawal,2024-05-19,2024,5,P04,Personal Loan,2024-07-07,2024,Sunday,Purchased,6
C093,41,84256.49,480,Poor,505010.83,4.75,36,Business,5.993732114879221,1,5eceeb81-bc2d-4738-9fd0-6ef7e2b2d8fc,Male,1828.52,Withdrawal,2024-10-07,2024,10,P047,Healthcare Savings,2024-02-15,2024,Thursday,Purchased,2
C028,58,139723.53,555,Poor,869004.24,7.54,24,Auto,6.219455234204289,0,5a78ff14-7339-4bdc-b2ba-a79ebfa73778,Female,1424.31,Deposit,2024-04-15,2024,4,P07,Business Loan,2024-11-30,2024,Saturday,Purchased,10
C085,28,148412.1,605,Fair,697477.06,4.2,60,Business,4.6995970005141094,0,7b93b8e4-511a-4c87-a855-a3c7763dfae3,Female,1698.42,Deposit,2024-10-05,2024,10,P010,Retirement Plan,2024-08-27,2024,Tuesday,Purchased,6
C019,21,138204.23,453,Poor,622670.69,9.43,36,Personal,4.505438726441295,0,3b62cea9-9838-4754-9ec4-82c7a6dc95e3,Female,216.3,Deposit,2024-08-10,2024,8,P028,Debt Consolidation Loan,2024-03-25,2024,Monday,Viewed,3
C093,63,90660.12,729,Good,287368.48,1.64,24,Personal,3.1697341675700406,0,67a083e6-a4d8-453e-b70c-9b708b817c5d,Female,252.49,Deposit,2024-02-19,2024,2,P034,Stock Investment,2024-12-04,2024,Wednesday,Viewed,2
C026,57,57813.42,796,Excellent,140635.76,2.12,24,Education,2.4325798404591876,0,034446cd-e3a7-4f1f-9200-b80b41629702,Female,1108.18,Deposit,2024-01-17,2024,1,P03,Credit Card,2024-01-06,2024,Saturday,Viewed,2
C072,47,160441.2,324,Poor,199754.52,7.5,60,Personal,1.2450325726808325,0,5a7d9a5f-2c02-496a-9273-014d709919b0,Male,1065.21,Withdrawal,2024-07-01,2024,7,P034,Stock Investment,2024-09-05,2024,Thursday,Viewed,1
C083,31,20491.36,373,Poor,654533.54,1.0,60,Education,31.941927719780434,1,ab22de0b-af86-4368-b453-d9df7901a0df,Male,311.6,Deposit,2024-01-19,2024,1,P017,Business Credit Line,2023-12-29,2023,Friday,Purchased,9
C045,67,60023.31,488,Poor,852233.65,3.62,12,Personal,14.19837809677607,0,4558b358-39e5-4589-b098-5a1a96319c11,Female,1189.75,Withdrawal,2024-10-09,2024,10,P04,Personal Loan,2024-05-04,2024,Saturday,Purchased,9
C085,40,175144.82,714,Good,982303.56,6.81,36,Business,5.608521907756107,0,34556c39-2388-4555-be59-2a12938b17c4,Male,1820.11,Withdrawal,2024-08-27,2024,8,P044,Insurance Savings,2024-09-15,2024,Sunday,Clicked,6
C080,62,93356.13,436,Poor,743094.05,7.34,24,Education,7.959777788560858,1,07e68acd-44f7-4d23-8b28-1a00d59c7c28,Male,1689.38,Withdrawal,2024-04-12,2024,4,P042,High-Yield Savings Account,2024-01-19,2024,Friday,Purchased,8
C072,47,39192.13,585,Fair,323571.65,2.11,60,Mortgage,8.25603635219622,0,018717a3-9320-4198-97ba-f1d4f2228e1b,Female,522.79,Withdrawal,2024-07-08,2024,7,P011,Insurance Policy,2024-07-15,2024,Monday,Purchased,1
C023,23,34081.76,761,Excellent,442953.9,8.63,24,Auto,12.996802395181469,0,55ab6e13-d78b-4de4-9495-2d0850d8e3c6,Male,513.04,Withdrawal,2024-01-03,2024,1,P038,Recurring Deposit,2024-06-22,2024,Saturday,Clicked,9
C025,69,79918.73,459,Poor,583654.99,11.48,36,Personal,7.303106418232622,0,4e784e92-3e09-41b5-8723-a87524c64259,Female,841.79,Withdrawal,2024-06-04,2024,6,P020,Gold Loan,2024-01-16,2024,Tuesday,Purchased,6
C062,32,173601.04,483,Poor,846704.91,12.33,36,Personal,4.877303212008408,0,6cd93f91-855c-484a-a1e2-84fbf61cb511,Female,1554.91,Deposit,2024-04-16,2024,4,P016,Mortgage Refinance,2024-10-25,2024,Friday,Clicked,7
C081,61,48192.8,836,Excellent,915921.71,6.29,48,Auto,19.005364079281552,0,01eafba8-60a4-4f12-9a62-a381d7f37b4b,Male,1940.36,Deposit,2024-08-10,2024,8,P04,Personal Loan,2024-10-07,2024,Monday,Clicked,9
C019,62,126251.76,719,Good,365306.89,8.34,60,Business,2.89347958396778,0,aa8fd12d-fb79-49dd-a9b6-4574891f4d8c,Female,1704.84,Withdrawal,2024-11-16,2024,11,P026,Emergency Loan,2024-10-10,2024,Thursday,Clicked,3
C080,60,51900.45,338,Poor,407764.68,10.31,48,Business,7.8566694508429125,1,036c279d-4834-4ef8-b66a-a09a5dd12db7,Male,981.51,Deposit,2024-03-04,2024,3,P017,Business Credit Line,2024-05-20,2024,Monday,Clicked,8
C042,18,56631.68,809,Excellent,570365.0,12.08,36,Mortgage,10.071482957948625,0,38ca4e51-acc3-4318-8e16-6ee1c81f2539,Female,1053.72,Deposit,2024-08-05,2024,8,P032,Education Savings Plan,2024-04-02,2024,Tuesday,Viewed,7
C064,65,107008.53,486,Poor,286558.02,3.82,12,Mortgage,2.6778988553529333,0,8c11aa51-739a-4dd8-9023-bdd06a7357a2,Male,1354.14,Withdrawal,2023-12-28,2023,12,P08,Student Loan,2024-02-12,2024,Monday,Viewed,9
C034,67,91703.59,532,Poor,774089.08,14.57,48,Business,8.441208026861325,0,2d3d93a7-3777-49c9-acc0-0d6977042a04,Female,858.01,Withdrawal,2024-05-24,2024,5,P045,Pension Plan,2024-04-05,2024,Friday,Clicked,4
C018,22,180995.34,309,Poor,910622.9,4.49,48,Auto,5.031195278287275,0,31ad1767-9ff8-40be-8640-60dcf09e543a,Female,1140.43,Deposit,2024-07-13,2024,7,P049,Auto Insurance,2024-02-04,2024,Sunday,Purchased,2
C044,56,149595.13,601,Fair,556661.14,8.46,36,Personal,3.7211180604609253,0,ea83731c-ccf4-47cd-b859-9b4dc765591a,Female,832.72,Withdrawal,2024-07-16,2024,7,P044,Insurance Savings,2024-02-15,2024,Thursday,Viewed,4
C08,69,61797.27,712,Good,330912.42,14.83,24,Business,5.354806450187848,0,5639b2de-575d-480b-b139-6d04814f6a9e,Male,1870.47,Withdrawal,2024-02-23,2024,2,P042,High-Yield Savings Account,2024-01-26,2024,Friday,Viewed,3
C054,70,154068.33,336,Poor,201444.45,11.23,48,Auto,1.3075007043952513,0,18293ad6-7d66-4997-89f9-a819ffb0af83,Male,986.46,Withdrawal,2024-06-14,2024,6,P01,Savings Account,2024-08-08,2024,Thursday,Purchased,4
C026,52,146062.82,619,Fair,182689.15,14.37,24,Auto,1.2507573795987232,0,e0253362-90fa-4313-953d-a06c277e68c0,Female,1835.49,Deposit,2024-10-06,2024,10,P018,Auto Refinance,2024-02-02,2024,Friday,Purchased,2
C010,64,185304.33,350,Poor,198647.21,12.08,36,Mortgage,1.0720052251342427,0,8671caa8-98f6-4540-84a8-caf156ad190b,Male,1963.37,Deposit,2024-05-23,2024,5,P049,Auto Insurance,2024-08-20,2024,Tuesday,Clicked,8
C033,46,108553.19,545,Poor,297618.5,5.1,36,Mortgage,2.7416835930846437,0,e50563ed-ca22-40f0-bbb3-7ff83e3464cb,Male,1525.61,Withdrawal,2024-09-26,2024,9,P031,Technology Loan,2024-02-06,2024,Tuesday,Purchased,10
C077,56,150553.54,600,Fair,939354.63,4.93,48,Mortgage,6.2393393738865255,0,e2248e37-8bff-4b48-9997-6e30bd3b343d,Female,56.66,Deposit,2024-07-06,2024,7,P026,Emergency Loan,2024-12-02,2024,Monday,Clicked,2
C031,45,46893.81,502,Poor,977572.9,7.76,12,Personal,20.846523240487393,1,e0e30585-e7b9-43bc-9bf2-c448c0d1417e,Female,209.38,Withdrawal,2024-07-23,2024,7,P020,Gold Loan,2024-04-16,2024,Tuesday,Purchased,4
C030,67,33119.27,803,Excellent,252650.56,14.01,48,Mortgage,7.628506304637754,0,917187b5-f2ab-4544-a4ec-721d2199e548,Male,1830.9,Deposit,2024-08-18,2024,8,P039,Loan Against Property,2024-07-13,2024,Saturday,Purchased,1
C056,55,50277.94,819,Excellent,113674.21,3.56,48,Business,2.260916218922255,0,1a700036-1d41-49cc-84c8-1701620d1e1d,Male,1693.49,Deposit,2024-04-04,2024,4,P043,Money Market Account,2024-02-14,2024,Wednesday,Clicked,3
C087,27,32383.34,444,Poor,124611.45,9.4,48,Education,3.84801104518558,1,9d4f1d8e-237d-4def-bef9-60665fef1a49,Male,1623.15,Deposit,2024-10-16,2024,10,P023,Long-Term Loan,2024-12-09,2024,Monday,Viewed,9
C091,59,137970.07,705,Good,958248.87,3.27,36,Mortgage,6.945338724550911,0,50d77db2-9bfc-414d-bd45-257ec821c11d,Female,952.45,Withdrawal,2024-09-17,2024,9,P03,Credit Card,2024-09-28,2024,Saturday,Clicked,1
C055,69,109914.74,438,Poor,322582.63,11.28,24,Mortgage,2.9348441346447256,0,f50041be-25d0-4881-86c8-c8a10ab8d1f3,Male,81.4,Withdrawal,2024-06-19,2024,6,P025,Medical Loan,2024-02-16,2024,Friday,Clicked,3
C069,44,38626.22,377,Poor,578080.07,12.23,60,Personal,14.966001591664934,0,53f0aa23-3393-4c79-a224-f6a5e5105260,Female,716.78,Withdrawal,2023-12-19,2023,12,P010,Retirement Plan,2024-06-22,2024,Saturday,Clicked,4
C083,48,85828.63,360,Poor,969042.38,6.74,36,Mortgage,11.290432807793856,1,3a709223-c28b-4ddb-8d50-b6d3cf3e2ba2,Male,846.54,Deposit,2024-03-04,2024,3,P036,International Investment,2024-11-23,2024,Saturday,Clicked,9
C056,28,45425.94,803,Excellent,199459.86,6.82,12,Mortgage,4.390880188720365,0,d27abe76-4b21-4e9b-a91e-e6b3d7ddec01,Male,715.16,Withdrawal,2024-11-23,2024,11,P024,Travel Loan,2024-11-08,2024,Friday,Viewed,3
C013,22,173609.78,493,Poor,539705.27,13.43,24,Education,3.1087261904254473,0,94e15b7a-a28a-40fe-8c46-06935f7fa99b,Female,156.86,Withdrawal,2024-09-23,2024,9,P033,Wealth Management,2024-03-18,2024,Monday,Purchased,1
C084,51,89791.13,413,Poor,951097.51,6.12,36,Business,10.592332561133823,1,1fd3c48c-7598-49d4-82b6-f446e3492d19,Female,1805.65,Withdrawal,2024-05-11,2024,5,P01,Savings Account,2024-06-17,2024,Monday,Clicked,9
C035,26,130226.07,448,Poor,723458.53,1.85,12,Education,5.55540476649568,0,d7af19c5-c455-48bb-866c-b2ac2fe5e584,Female,1895.56,Deposit,2024-07-28,2024,7,P04,Personal Loan,2024-03-11,2024,Monday,Purchased,2
C077,22,145202.55,336,Poor,750999.82,5.21,36,Education,5.172084236812646,0,a3c3043a-d6f3-452b-8233-e848cf15d288,Male,817.48,Withdrawal,2024-10-21,2024,10,P07,Business Loan,2024-11-16,2024,Saturday,Purchased,2
C016,59,190032.87,428,Poor,323099.06,6.19,48,Mortgage,1.7002272291104166,0,682c32ce-bbc2-4111-b41f-b00491e9e356,Male,1347.38,Deposit,2024-11-23,2024,11,P038,Recurring Deposit,2024-04-27,2024,Saturday,Viewed,8
C072,51,171727.95,807,Excellent,942301.79,14.66,36,Business,5.487177771585813,0,747db9c4-a091-4e01-85f4-f04db6941f47,Male,28.42,Deposit,2024-05-13,2024,5,P016,Mortgage Refinance,2024-08-24,2024,Saturday,Purchased,1
C059,28,164523.11,602,Fair,528619.15,6.83,36,Business,3.2130388855401533,0,90ae2809-a70d-49e5-9d71-c44dd212bd6b,Male,138.9,Deposit,2024-07-04,2024,7,P022,Short-Term Loan,2024-06-15,2024,Saturday,Purchased,7
C016,58,158665.5,809,Excellent,301463.13,1.33,36,Mortgage,1.899991680611097,0,f4ca3640-2c1b-4e3a-9e19-00c90960e238,Female,1915.5,Withdrawal,2024-01-06,2024,1,P034,Stock Investment,2024-07-04,2024,Thursday,Viewed,8
C091,67,98004.42,333,Poor,130043.11,12.45,36,Auto,1.3269106638251622,0,03576dcd-7075-4676-8294-75650952d51a,Female,335.05,Withdrawal,2024-01-15,2024,1,P014,Certificate of Deposit,2023-12-18,2023,Monday,Clicked,1
C049,26,28596.45,844,Excellent,303143.9,6.86,12,Personal,10.60075289065601,0,00f7f26d-96bf-426f-b846-88861eff79d3,Male,345.88,Withdrawal,2024-06-05,2024,6,P031,Technology Loan,2024-11-30,2024,Saturday,Clicked,1
C067,42,128262.2,585,Fair,695748.41,6.87,24,Education,5.424422861918789,0,6bfd5a81-3d51-429e-9a72-83e9511badbd,Female,384.86,Withdrawal,2024-05-05,2024,5,P041,Retirement Savings,2024-05-07,2024,Tuesday,Viewed,7
C016,65,128079.98,449,Poor,642908.53,2.91,48,Education,5.019586433414497,0,26775c47-0e73-4e0a-aac6-a83701c93bbf,Male,1737.8,Deposit,2024-02-19,2024,2,P034,Stock Investment,2024-10-06,2024,Sunday,Clicked,8
C017,48,61927.68,842,Excellent,739217.71,5.34,24,Business,11.936789978245592,0,1a5e8022-cfaa-4fd6-af97-06e5f716f0af,Female,1899.96,Withdrawal,2024-04-11,2024,4,P045,Pension Plan,2024-11-30,2024,Saturday,Viewed,1
C072,70,116553.67,848,Excellent,842617.4,10.09,12,Auto,7.229436876590845,1,d062dfd0-8edd-4e01-ad7b-f5f930cca537,Female,126.88,Deposit,2024-04-09,2024,4,P049,Auto Insurance,2024-04-22,2024,Monday,Purchased,1
C043,20,27985.0,519,Poor,293621.19,4.9,12,Mortgage,10.49209183491156,1,d12160bb-ee77-419f-97b1-5236a64b228f,Male,451.61,Withdrawal,2024-09-24,2024,9,P015,Home Equity Line,2024-08-22,2024,Thursday,Viewed,10
C070,67,184037.69,324,Poor,979147.93,6.85,12,Business,5.320366333656981,0,c375e9d8-fa0f-458d-9cf1-fbabdf81aa9c,Male,1582.19,Withdrawal,2023-12-18,2023,12,P036,International Investment,2024-06-08,2024,Saturday,Purchased,9
C069,55,57170.96,468,Poor,699045.64,9.85,24,Education,12.227285321079094,0,aa76fd95-eac5-4f2f-b096-ca1b120a49f3,Female,850.77,Withdrawal,2024-08-13,2024,8,P018,Auto Refinance,2024-11-17,2024,Sunday,Purchased,4
C015,46,172364.16,758,Excellent,467444.62,9.04,24,Personal,2.7119594932032274,0,2d83e466-9e53-4146-9952-43310b056cb1,Female,1015.42,Withdrawal,2024-08-25,2024,8,P028,Debt Consolidation Loan,2024-05-04,2024,Saturday,Viewed,5
C031,42,193609.9,377,Poor,169069.92,2.5,24,Education,0.8732503864730059,0,0f332f94-eddd-4983-b143-2c0072db3032,Male,1825.6,Withdrawal,2024-06-18,2024,6,P01,Savings Account,2024-08-30,2024,Friday,Viewed,4
C024,42,95022.41,681,Good,103021.42,10.31,24,Mortgage,1.0841802475858062,0,a1574fc4-3253-4917-a4ec-25d65d914fc4,Female,246.38,Withdrawal,2024-11-11,2024,11,P044,Insurance Savings,2024-03-26,2024,Tuesday,Viewed,8
C078,54,199553.35,769,Excellent,125135.62,14.13,24,Auto,0.6270785231117393,0,2e6a9661-01aa-4fee-b756-3e21ee2e72f0,Female,776.81,Deposit,2024-01-29,2024,1,P050,Savings Account,2024-10-05,2024,Saturday,Purchased,7
C018,29,96524.21,476,Poor,904524.98,13.62,60,Personal,9.370964859489655,0,c92ed199-5852-405d-adc5-9286511c6cc5,Female,614.08,Withdrawal,2024-02-18,2024,2,P022,Short-Term Loan,2023-12-18,2023,Monday,Clicked,2
C018,46,103105.85,749,Excellent,974417.17,5.83,60,Personal,9.450648726527156,0,3dbeb4ed-4d34-43b3-affc-aba6a30d2ffe,Female,1360.34,Deposit,2024-10-10,2024,10,P050,Savings Account,2024-04-21,2024,Sunday,Viewed,2
C023,44,60015.55,812,Excellent,950242.6,13.58,12,Education,15.8332732100264,1,9e4094b8-d42d-41b0-9abd-edd63daa51f6,Male,116.23,Deposit,2024-11-01,2024,11,P03,Credit Card,2024-08-10,2024,Saturday,Viewed,9
C079,53,29404.89,416,Poor,983434.08,8.37,48,Business,33.44457605520714,1,1ec6cd4d-02c3-4c07-829a-e6c4fe91d1d0,Female,1949.7,Withdrawal,2023-12-21,2023,12,P036,International Investment,2023-12-26,2023,Tuesday,Clicked,4
C069,69,44567.7,493,Poor,898253.7,9.81,12,Personal,20.154813912317664,1,50525dc8-ee3f-4a09-bdb9-83e2e6d787a6,Female,1848.97,Deposit,2024-03-10,2024,3,P023,Long-Term Loan,2024-10-08,2024,Tuesday,Purchased,4
C082,40,150701.88,310,Poor,598203.13,2.82,36,Personal,3.9694470301233133,0,3949e602-f32c-40a7-8f36-0a35ba916347,Male,641.91,Deposit,2024-08-10,2024,8,P01,Savings Account,2023-12-30,2023,Saturday,Clicked,5
C046,20,35131.32,463,Poor,431166.76,7.65,24,Education,12.273001982276783,0,54a125c1-ff05-4e3b-b4e2-125c07d7c26a,Female,1205.08,Withdrawal,2024-09-12,2024,9,P05,Home Loan,2024-12-03,2024,Tuesday,Purchased,9
C091,33,182081.33,594,Fair,950429.85,8.84,24,Education,5.219809466462047,1,68bc90e5-2e5f-4e02-b1db-a3666746d084,Female,654.69,Withdrawal,2024-01-06,2024,1,P044,Insurance Savings,2024-07-08,2024,Monday,Clicked,1
C027,29,74538.36,312,Poor,359615.3,12.76,24,Education,4.824566840483209,1,77b71e74-0104-4629-823b-170d1a9d5b24,Male,509.95,Withdrawal,2024-12-07,2024,12,P043,Money Market Account,2024-07-08,2024,Monday,Viewed,10
C087,37,183734.27,483,Poor,939751.97,2.58,60,Auto,5.1147342844641885,0,aa5c3d46-24d5-4952-92fb-57f905abf9b4,Female,1037.82,Withdrawal,2024-03-02,2024,3,P014,Certificate of Deposit,2024-05-06,2024,Monday,Clicked,9
C011,60,162902.96,749,Excellent,800984.37,13.28,48,Auto,4.916941779326785,0,6b422d3c-278a-4a80-8752-a28890d628f0,Female,1985.46,Deposit,2024-07-16,2024,7,P031,Technology Loan,2024-06-02,2024,Sunday,Viewed,4
C037,41,26712.29,320,Poor,502287.62,10.58,36,Business,18.80361511499014,1,d6353300-a437-462b-ba1a-3cc4bd9de8a2,Male,986.62,Withdrawal,2024-11-13,2024,11,P034,Stock Investment,2024-05-06,2024,Monday,Viewed,7
C099,18,139364.74,418,Poor,765175.8,10.02,60,Education,5.490454759216715,0,fd0516bd-fee6-41e9-9533-08ca70e18350,Male,103.92,Withdrawal,2023-12-29,2023,12,P047,Healthcare Savings,2024-07-30,2024,Tuesday,Clicked,4
C095,67,28320.59,441,Poor,776841.84,1.83,48,Mortgage,27.43028446794364,1,6f3b8d67-3572-4f14-9057-0368ca15dc21,Male,240.02,Withdrawal,2024-10-30,2024,10,P049,Auto Insurance,2024-07-18,2024,Thursday,Viewed,7
C069,53,80927.19,537,Poor,652237.54,4.12,24,Education,8.05955995753714,0,b18914f2-af3a-47a0-a573-6915081abc26,Female,1019.79,Deposit,2024-03-03,2024,3,P024,Travel Loan,2024-05-23,2024,Thursday,Purchased,4
C089,25,144314.78,465,Poor,951632.73,5.66,48,Personal,6.594146005003784,0,2ca79072-2f16-4b4b-858f-09121ae95b0f,Male,1343.34,Deposit,2024-06-28,2024,6,P027,Holiday Loan,2024-09-14,2024,Saturday,Purchased,2
C060,30,180343.11,523,Poor,336205.38,4.01,60,Auto,1.8642540876665599,0,05b35028-30a8-41d5-a062-5e49d486e222,Female,22.94,Deposit,2024-01-05,2024,1,P013,Bond,2024-10-05,2024,Saturday,Clicked,2
C05,36,61311.06,333,Poor,203699.25,2.31,60,Education,3.3223899570485327,1,55d85b9f-bcf3-413a-8184-18fa853805cf,Female,1491.14,Deposit,2024-08-14,2024,8,P033,Wealth Management,2023-12-19,2023,Tuesday,Viewed,8
C058,20,199276.65,633,Fair,117901.29,13.73,48,Personal,0.5916462867074491,0,d61ceb37-98f2-4787-8913-7de768806b8f,Male,1958.07,Withdrawal,2023-12-20,2023,12,P018,Auto Refinance,2024-04-18,2024,Thursday,Clicked,3
C011,19,74698.78,399,Poor,927990.03,5.44,12,Personal,12.423094861790247,1,46517d00-7b96-4652-a1c3-efa55eed6367,Female,342.14,Deposit,2024-08-28,2024,8,P039,Loan Against Property,2024-06-15,2024,Saturday,Purchased,4
C09,28,44721.22,326,Poor,333065.96,10.92,36,Business,7.447604515261435,1,3881c36b-deeb-4eef-96cd-51dcdbc1de4f,Female,1281.0,Withdrawal,2024-12-10,2024,12,P047,Healthcare Savings,2024-09-11,2024,Wednesday,Purchased,9
C071,61,95859.4,426,Poor,669954.2,4.42,24,Mortgage,6.988925447061008,0,ace83262-d2a5-402e-bf24-6bf109381d18,Male,1745.4,Withdrawal,2024-11-14,2024,11,P032,Education Savings Plan,2024-05-18,2024,Saturday,Purchased,4
C033,63,173461.93,392,Poor,432026.81,9.02,60,Personal,2.490614568856694,0,fc89a793-938f-4864-b71b-9ab6cb51e496,Female,929.55,Deposit,2024-06-23,2024,6,P050,Savings Account,2024-09-09,2024,Monday,Purchased,10
C060,59,163015.93,763,Excellent,294499.18,1.05,36,Education,1.8065668796908376,0,e0c89b17-1baa-4845-ad3b-e1c599d70b59,Male,783.22,Deposit,2024-11-08,2024,11,P037,Fixed Deposit,2024-05-13,2024,Monday,Clicked,2
C029,31,192304.56,664,Fair,704432.44,4.69,48,Mortgage,3.6631083527088486,0,1ccee5ee-1e5e-47b5-a142-8ae13947fc70,Female,1659.3,Deposit,2024-02-23,2024,2,P047,Healthcare Savings,2023-12-12,2023,Tuesday,Clicked,9
C078,39,142696.87,625,Fair,616552.28,12.23,48,Business,4.32071341158359,0,b59798a6-fca0-4da8-b727-2993613f288c,Female,356.0,Deposit,2024-04-21,2024,4,P049,Auto Insurance,2024-05-06,2024,Monday,Purchased,7
C032,63,179835.69,429,Poor,554868.26,12.83,12,Personal,3.0854179167661324,0,5953d149-6051-41a8-9eb2-01930e924dd6,Male,1323.03,Withdrawal,2024-05-14,2024,5,P028,Debt Consolidation Loan,2024-07-06,2024,Saturday,Clicked,8
